avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,deathRate
627,242,430.4,58833,149633,10.2,13.36603557,"(54545.6, 61494.5]",37.3,36.2,38.6,"Johnson County, Indiana",2.69,57,18.8,32.1,,10.5,33.8,19.4,,6.3,76.4,63.6,57.9,24.7,12.6,92.80991452,2.165539497,2.013114079,1.23794157,58.17533321,4.614683861,165.1
39,17,432.9,51423,6154,9.1,0,"(51046.4, 54545.6]",44.5,42.7,46.5,"Osceola County, Iowa",2.28,61.6,27.1,40.1,,6.3,37.6,13.6,66.1,3.3,74.2,54.4,43.9,34.1,14.6,95.5240702,0.402511673,0.257607471,2.656577041,56.51685393,6.165540541,162
108,44,477.7,51514,16507,11.5,121.1607197,"(51046.4, 54545.6]",42.2,40.6,43.9,"Clay County, Iowa",2.27,55.6,12.7,32.4,,9.5,36.9,15.1,64.9,3.8,74.2,,45,35.2,15,95.88800871,0.71355143,0.175364335,1.209409204,50.97956899,4.909253198,171.5
388,141,520.5,52410,58937,12,0,"(51046.4, 54545.6]",42.7,41.4,43.9,"Genesee County, New York",2.45,52.8,13.1,32.7,42.4,11.8,37.2,12,61,6.7,73.2,55.4,51.9,34.7,16.6,92.19785395,2.775068115,0.694607959,1.422853106,51.63756371,6.002939584,181.6
292,124,468.4,41955,48985,15.5,0,"(40362.7, 42724.4]",42.2,40.9,43.8,"Henry County, Indiana",2.54,48.2,24,38.3,,6.4,43.5,10.2,48.5,10.6,67.4,49.6,44.9,34.5,16,95.10234811,1.741749074,0.376429414,0.445611037,50.56079956,3.996826341,191
132,44,520.4,64533,29202,11.8,0,"(61494.5, 125635]",36.7,35.9,37.3,"Lee County, Georgia",2.76,56.4,22.6,23.2,,10,28.6,13.7,59.1,7.2,73.5,60.6,52.2,24.5,14.1,75.03972915,19.8991225,2.318109583,0.72894355,61.04842736,5.414364641,192.8
769,335,413.7,35787,99491,19.5,0,"(34218.1, 37413.8]",52.1,50.2,54,"Highlands County, Florida",2.39,54,33,34,,1.4,36.3,10.7,37.6,13.3,53.2,27.8,21.6,54.6,25.3,83.03941909,9.559840534,1.504149378,3.765966968,51.71176077,5.119076848,161.6
296,115,469.2,36736,73309,21.6,0,"(34218.1, 37413.8]",28.5,26.6,31.1,"Christian County, Kentucky",2.67,51.1,12.2,45.7,39.4,2.8,32.7,10.4,43.5,12.7,64.8,50,29.5,32.7,19.3,72.45378174,19.8505913,1.437451961,0.88728273,51.65941773,8.722576079,183.6
3648,1186,447,100806,765135,7.5,218.2621367,"(61494.5, 125635]",39.5,38.2,40.8,"San Mateo County, California",2.85,51.9,11.7,25.5,,16.2,16.5,27.1,64.1,6.7,76,63.8,55.7,25.8,13.2,54.97635332,2.596259538,26.55813637,9.447451755,53.65425415,5.015576324,140
1962.667684,85,453.5494221,57405,42542,11.5,1504.395656,"(54545.6, 61494.5]",39.9,37.7,42.2,"Kandiyohi County, Minnesota",2.48,57.7,18.7,24,,8.4,27.9,15.1,64.9,4.8,70.7,,44.6,36.1,19.3,90.42738667,2.916784469,0.652624635,4.026481953,55.81102928,5.730234678,147.5
81,38,423.1,35701,10368,19,0,"(34218.1, 37413.8]",50.4,50.6,50.2,"Sabine County, Texas",2.73,49.5,21.1,44.6,,0,44.8,7.7,33.9,12.1,47.7,,18.6,51.5,24.8,90.24904215,8.783524904,0.143678161,0.172413793,51.19894598,5.158324821,199.9
76,36,377.1,32456,13239,25.8,0,"[22640, 34218.1]",46.3,46.9,46,"Summers County, West Virginia",2.22,53.5,20,46.2,,8.4,40.5,7.6,42.2,10,60.2,38.7,35.2,49.6,24.7,93.04489073,5.06497342,0.147666864,0.191966923,50.44770774,3.812668868,170.4
50,15,416.9,69115,9303,8.5,0,"(61494.5, 125635]",48,47,48.1,"Clear Creek County, Colorado",2.13,57.4,7,53.2,,0,22,25.9,65.6,5.4,76.8,63.2,47.7,26.8,11.8,94.01269702,1.313485114,0.634851138,1.105516637,51.78444812,3.600654664,139.4
304,113,485.2,40957,46500,16.3,559.1397849,"(40362.7, 42724.4]",43.5,42.2,44.5,"Mifflin County, Pennsylvania",2.46,53,24.8,44.5,,5.7,50.2,8.2,53.2,6.4,63.3,44.3,39.5,39.6,18.9,97.32833423,0.719871452,0.482056776,0.203535083,51.21833921,5.671766053,168.3
337,109,416.6,51569,100739,13.9,774.278085,"(51046.4, 54545.6]",33.2,32.6,33.9,"Gallatin County, Montana",2.39,49.5,5.2,21.1,,9.7,20,31.8,,6.3,77.5,67,50.9,19,9.9,94.85328829,0.398644608,1.245239869,0.479422595,49.2531077,4.428705174,137.9
134,50,395.9,43482,38778,19.9,0,"(42724.4, 45201]",28.5,27.6,29.9,"Latah County, Idaho",2.33,45.5,2.9,15.2,,11.8,19.8,27.8,58.6,7.6,80.5,67.5,52.6,21.5,9,93.00190407,0.654685829,2.253579906,0.550353426,46.33289125,4.020530368,148.9
1962.667684,108,453.5494221,60322,47710,10.3,0,"(54545.6, 61494.5]",49.4,48.7,50,"Douglas County, Nevada",2.37,58.9,17.3,38.6,,5,24.7,16.4,51.5,8.5,70.7,48.9,39.6,35.8,12.9,89.15127277,0.554391756,1.305571426,3.49986246,56.13529501,5.193753615,145.2
224,127,376.4,38292,42899,19.2,23.31056668,"(37413.8, 40362.7]",43.1,40.8,46.1,"Tazewell County, Virginia",2.38,53.9,14.6,41.1,40.7,3.7,35.8,8.5,46.2,8,59,43.4,38.9,41.7,23.6,94.73672213,2.924549806,0.394346934,0.091178482,52.52355316,6.033920417,208.1
98,39,510.4,33315,15068,28.1,0,"[22640, 34218.1]",40.2,38.2,41.7,"Hale County, Alabama",2.53,41.3,18.7,45.2,,0.5,42.9,9.9,43.6,13.3,54.5,39.8,34.6,46.7,26.8,39.96460409,58.24593603,0.275301521,0.83245936,40.56014847,8.967468175,197.7
2718,1065,432.1,51527,726106,20.7,60.59721308,"(51046.4, 54545.6]",33.5,32.4,34.6,"San Joaquin County, California",3.16,47.9,18.7,30.8,,5,26.4,12.5,52.7,13.7,57.2,47.1,41.7,37.7,25.8,57.00214804,7.093743032,14.78546448,11.69212227,51.85212235,6.148432798,168.9
66,29,433.5,48277,11130,14.5,0,"(48021.6, 51046.4]",44.8,45,44.5,"Essex County, Virginia",2.53,45.4,16.8,40.5,,13,38.5,9,57,8.5,67.2,51.6,45.3,35.3,17.2,55.74387947,41.03667832,0,0.197291723,46.16805171,1.972920696,183.4
164,61,491.5,35930,23357,19.7,0,"(34218.1, 37413.8]",46,43.5,46.9,"Martin County, North Carolina",0.0254,47.2,13.4,34.4,,0.7,37.6,9.9,46.9,14.7,55.2,38.5,30.5,42.9,22.7,53.33558093,43.56272915,0.155927346,1.420203127,46.87668573,3.58004827,177
121,49,482.7,55781,21062,10.7,0,"(54545.6, 61494.5]",38.4,37.9,39.1,"Buchanan County, Iowa",2.5,58.9,18.9,30,,9.9,42.9,13.1,64.9,3.9,77.5,60.6,52.1,27.5,11.9,97.69501857,0.376226307,0.45242404,0.371463949,55.96274794,7.209673739,188.1
7,4,234,44235,1978,15.4,0,"(42724.4, 45201]",39.9,37.6,48.6,"Dolores County, Colorado",2.64,52.7,12.3,14,,33.3,37.8,16.9,54.2,4.6,59.9,41.6,32.3,44.8,24,96.18689581,0,0,0.107411386,50.56657224,2.105263158,122.2
1962.667684,4,453.5494221,70535,2016,9.8,0,"(61494.5, 125635]",43.9,44.9,42.6,"Eureka County, Nevada",2.17,64.7,48.1,19.2,32.7,0,35.8,14.2,64,4.7,76.4,63.3,52.6,18.6,2.6,95.80587178,0.119832235,0,1.437986818,56.06258149,2.412868633,178.7
191,89,412.9,44430,37979,13.8,0,"(42724.4, 45201]",40.1,38.5,42,"Cass County, Indiana",2.57,53.2,29.7,38.8,,2,40.8,9.2,57,8.7,66.2,,46.5,31.6,16.4,85.72356794,1.395675226,1.400873272,8.691132134,52.49742357,6.869503209,187.3
27,11,475.1,36708,5533,25.7,0,"(34218.1, 37413.8]",35,35.4,34,"Yukon-Koyukuk Census Area, Alaska",2.81,37.8,26.6,53.8,19.7,0,40.1,7.4,49.2,18.2,32,25.1,23.8,36.6,25.4,23.24592488,0.301204819,0.460666194,0.212615167,36.37739657,6.744604317,206.6
312,136,420.8,43353,54591,14.5,36.63607554,"(42724.4, 45201]",44.7,43.2,46.1,"Washington County, Virginia",2.35,53.9,11.1,34.4,,8.8,32.9,14.4,53.6,6.9,67.4,49.3,41.5,37.7,17.7,96.45720338,1.490166,0.555159882,0.500374368,52.00899749,5.091597145,176.7
25,14,445.6,46744,3452,11.4,0,"(45201, 48021.6]",49.5,46.9,50.6,"Harlan County, Nebraska",2.19,62.4,15.1,27.4,,5.7,37.6,12.4,59.7,1.7,74.1,53.3,38.9,33.7,12,97.36842105,0.20242915,0.26026605,0.08675535,55.94855305,5.410122164,223.9
220,89,463.3,33509,45844,26.5,0,"[22640, 34218.1]",35.5,34.4,36.8,"Colquitt County, Georgia",2.86,47.2,36.5,37,,2.1,36.7,8.1,52.7,8.3,41.2,31.2,27.9,39.5,26.2,68.40778724,23.09881801,0.230314618,6.28585086,49.62191015,6.092124814,184
187,104,354.7,46475,43601,13.9,0,"(45201, 48021.6]",40.6,39.8,41.3,"Douglas County, Wisconsin",2.28,47.6,10.9,26.9,54.7,7.5,33.2,15.4,59.9,7,66.5,51.4,47.1,37.9,20.6,92.94732756,1.102764903,1.137012261,0.264846229,44.24412034,6.150455775,192.8
1962.667684,55,453.5494221,72648,51935,10.8,0,"(61494.5, 125635]",33.5,32.9,34.1,"Elko County, Nevada",2.87,56.6,19,33.7,42.3,5.1,26.8,12.3,67,5.5,73,63.9,60.9,18.5,10,88.13661223,1.289709476,0.927039293,2.561964237,57.82097649,6.700733537,143.2
332,130,525,40224,48325,23.1,269.0118986,"(37413.8, 40362.7]",41.9,40.5,43.4,"Boyd County, Kentucky",2.41,51.7,22.2,32.7,,3.6,35.9,10.3,46.3,10.5,61.7,43.3,40.2,42.4,23,94.74415847,2.727068299,0.400678701,0.130833861,50.45658567,4.636200208,198.2
112,46,463.6,36137,20816,30.2,0,"(34218.1, 37413.8]",40,37.8,42.1,"Washington County, Georgia",2.64,41.3,21.9,43.1,32.6,2.4,41.5,9.4,44.5,12.2,56.9,43.4,36.5,38.4,22.6,45.59057012,52.61005533,0.519605485,0.27904739,43.6791148,5.967408768,186.4
1962.667684,7,453.5494221,74347,5903,11,0,"(61494.5, 125635]",37.2,36.4,37.6,"Lander County, Nevada",2.79,54.3,24.3,51.6,,3.3,37.5,4.7,59.8,12,69.1,57.3,53.7,24.4,11.3,88.44601413,0.134544231,0.807265388,2.371342079,56.90633869,11.63179916,123.8
302,133,424.9,43377,53547,15.9,0,"(42724.4, 45201]",43.5,42.4,44.4,"Van Zandt County, Texas",2.79,52.5,26.8,36.4,,1.5,35.4,10.3,52.1,6.1,56.2,41.5,36.3,36.5,18.9,93.14510012,2.417703277,0.451304612,1.02965716,55.59017891,6.531059017,182.9
30,14,429.2,41588,4612,18.4,0,"(40362.7, 42724.4]",47.7,47.3,47.8,"Hickman County, Kentucky",2.29,50.9,16.5,39.4,44.1,0,41.2,5.3,45.2,8.8,58.9,,33.3,45.7,25.4,88.24152542,9.110169492,0.550847458,0.105932203,49.67055246,8.571428571,197.8
109,42,375.5,35081,27329,28.8,0,"(34218.1, 37413.8]",36.2,35.2,37.8,"Cibola County, New Mexico",2.98,38.1,27.3,34.1,,2.5,36.5,8.4,44.9,15.3,40.4,28.5,26.7,50.4,35.7,43.37886203,1.015265503,0.624497845,11.0474034,39.63436072,6.744769874,146.5
190,51,591.1,38541,52538,28.3,57.10152651,"(37413.8, 40362.7]",23.5,24.5,22.8,"Harrisonburg city, Virginia",2.69,28.7,2.9,15.7,,6.8,26.5,20.6,54.6,6.5,72.8,63.8,54.9,18.2,10.4,84.75714175,7.122285358,4.10212501,1.181209621,34.66999817,2.564793362,150.5
236,101,418.9,36315,72651,31.4,27.5288709,"(34218.1, 37413.8]",26.3,25.5,27.9,"Bulloch County, Georgia",2.54,38.1,4.2,12.9,76.2,6.6,28,16.9,52.5,9.1,66.3,,48.6,25,15.7,65.92020556,28.4350565,1.760008841,1.601138342,41.05174525,3.911889349,184.2
1962.667684,126,453.5494221,65549,79315,10.9,0,"(61494.5, 125635]",37.3,36.4,38.6,"Leavenworth County, Kansas",2.7,53.1,13.3,30.5,,8.1,30.9,16.4,54.7,5.9,80.2,60.3,42.7,26.7,10.6,83.88535927,8.462551293,1.574903806,1.127487952,56.92974913,5.174510519,166.5
178,84,428.2,60714,39083,11.3,0,"(54545.6, 61494.5]",40.4,39,41.5,"Warren County, Virginia",2.62,51.2,7.9,38.7,45,8.5,36.6,13.9,60.8,7.2,75.2,59.9,53.3,25.6,11.7,90.77466802,4.007172371,1.042072711,0.522335698,52.57588415,5.544668588,202.5
1962.667684,32,453.5494221,68777,20364,7.6,0,"(61494.5, 125635]",37.9,36.9,39,"Dodge County, Minnesota",2.67,59.6,13.3,38.6,,7,33.5,18.1,71.4,3.5,81.8,67.3,60.1,24.7,12,97.25480532,0.537210448,0.473139478,0.359783144,59.42297512,6.386701662,153.6
57,25,401.3,66878,18105,10.7,0,"(61494.5, 125635]",31.3,30.3,33.9,"Andrews County, Texas",3.05,58.1,21.2,46.7,28.8,3.4,33.6,8.8,64.8,3.9,63.3,53.5,48.6,23.4,14.6,92.33979136,1.961251863,0.375558867,2.289120715,62.7100073,10.78180889,182.2
206,104,423.4,40877,43908,20.8,0,"(40362.7, 42724.4]",37.8,36.3,40.2,"Miller County, Arkansas",2.5,45.7,18.1,38.2,42.1,1.6,39.3,10,53.9,9.6,55.4,41.2,35,39.9,23.9,71.41253551,24.91752955,0.114542289,0.774305874,43.88561321,7.403380449,212.3
223,115,312.7,57235,59314,10.2,0,"(54545.6, 61494.5]",42.6,42.1,43.1,"Barry County, Michigan",2.56,59.5,18.6,41.4,,6.7,36.6,12.4,57.1,7.9,73.7,55.5,50.2,35.4,16.5,96.37006103,0.486922414,0.476778197,0.933267959,59.8441058,6.143948532,155.7
1962.667684,114,453.5494221,60317,65400,13,0,"(54545.6, 61494.5]",36.4,35,37.4,"Rice County, Minnesota",2.5,49.2,8.8,18.6,69,3.7,31.8,17.6,,5.6,78.4,,54.9,25.9,12.2,89.99321888,3.83595845,2.277841137,1.915667478,54.56683827,4.613270514,168.4
756,303,430.3,45589,225477,19.3,372.543541,"(45201, 48021.6]",31.2,30.5,32,"Washington County, Arkansas",2.55,49,9.6,25.1,,11.9,27.9,17.8,61.5,6.2,65.1,54.9,47.8,27.6,17.1,78.68568419,3.31974939,2.469597841,9.42051083,47.25165806,5.272822665,173.1
27,10,389,27522,4740,32,0,"[22640, 34218.1]",43,40.7,47.3,"Tensas Parish, Louisiana",0.0248,33.8,40.4,30.7,,0,45.6,7.1,42.5,15.6,38.7,24.6,22.2,42.6,23.1,42.75495606,56.46842428,0,0.572246066,31.95822454,2.925809822,142.5
561,227,477.3,40124,104173,20.1,28.79824907,"(37413.8, 40362.7]",39,37.6,40.5,"Houston County, Alabama",2.62,46.9,18,36.1,,5,33.1,13.3,54,8.3,63.4,48.4,40,36.7,20.7,69.70656982,26.4251357,0.764966098,0.823883942,46.61581243,5.664585192,189.6
1962.667684,30,453.5494221,53838,15770,9.2,0,"(51046.4, 54545.6]",41.2,41.1,41.3,"Roseau County, Minnesota",2.44,59.7,18.9,40.7,36.8,3.6,37.3,14.2,69.1,2.7,80.4,62.6,55.1,29.6,12.5,93.61511367,0.685238553,2.670509126,0.236951649,56.07787274,6.330669945,158.2
236,94,487.5,50043,36706,12.9,27.24350242,"(48021.6, 51046.4]",39.4,38.3,40.4,"Dodge County, Nebraska",2.37,55.8,16.3,31.9,,8.3,36.8,13.4,63.7,5.1,72.7,55.3,48.2,30.8,13.7,95.82573179,0.49012934,0.577263445,0.313138189,52.27663799,7.218949743,177.9
442,165,452.9,51003,73435,11.3,2178.797576,"(48021.6, 51046.4]",43.4,42.1,44.8,"Wood County, Wisconsin",2.3,55.3,12.2,39.4,,10.1,39.2,12.9,61.2,6.6,72.8,54.7,48.5,37.5,18.7,94.99675728,0.532346106,1.991568935,0.614765173,51.03572217,4.989577905,156.6
232,84,480.5,54441,43011,11.4,0,"(51046.4, 54545.6]",38.2,37.1,39.2,"Muscatine County, Iowa",2.59,56.3,15.7,32.9,,8,35,13.5,63.9,4.6,74.9,54.7,49.4,33.6,15.6,91.93950551,1.547316664,1.242047864,2.395544474,55.22178036,6.572520705,170.9
239,99,467,50244,40746,13,908.0645953,"(48021.6, 51046.4]",38.9,37.5,40.8,"Marshall County, Iowa",2.6,55.3,24.7,30.4,39,5.9,32.9,13.9,60.9,6.3,70.8,52.3,47.5,37.4,19.1,84.40749963,1.730872516,2.888042576,8.949758313,55.07615872,7.694148618,180.9
101,47,425.8,39801,20640,19,0,"(37413.8, 40362.7]",40.3,39.6,42,"Allen County, Kentucky",2.59,58.2,20.8,45,32.6,1.6,36,7.7,53.3,9.2,59.5,,39,36.7,20.2,96.51682633,1.355932203,0.456890199,0.830262835,57.42217649,3.786096257,195.1
53,24,430.5,53244,11721,14,0,"(51046.4, 54545.6]",34.8,33.1,37.4,"Ward County, Texas",2.86,50,20.9,40.8,,2.6,35,7.9,55.4,4.4,61.1,,45.3,29.6,17.1,84.36525612,6.262806236,0.356347439,7.091314031,50.42492918,7.0703125,189.6
146,54,543.5,50299,19444,11.3,1388.603168,"(48021.6, 51046.4]",44.5,43.2,46.2,"Jackson County, Iowa",2.29,57.5,15.1,35.2,,6,44.8,10.4,61.2,4.4,74.1,50.9,42.2,35.2,15.2,97.30226855,0.178826896,0.40363785,0.051093399,53.30250208,6.349206349,191.7
200,78,456.8,49770,35656,14.5,28.0457707,"(48021.6, 51046.4]",40.1,39.2,40.7,"Lincoln County, Nebraska",2.34,55.2,21.3,28.1,,3.3,31.4,14.2,61.9,4.2,72,,47.5,31.7,13.9,95.6346111,0.835747716,0.509806107,1.016826387,50.01332445,5.843469064,167
2265,901,440.7,50083,490945,16.3,462.3735856,"(48021.6, 51046.4]",37.2,35.7,38.7,"Spokane County, Washington",2.45,49.4,10.9,29.3,51.2,8.6,25.7,18.1,55.1,8.4,65.2,50.6,42.5,36.5,21.4,89.03816718,1.827041461,2.315985625,1.03362505,48.18837711,5.355835918,171
82,39,390.1,38731,17032,22.8,0,"(37413.8, 40362.7]",42.2,40.9,44.7,"Buckingham County, Virginia",0.0268,43.5,14.4,47.9,,5,43.5,7.6,45.6,11.2,59.7,47.1,40.9,35.9,20.2,61.54792594,34.46801031,0.521443637,1.48230607,50.72282706,3.636938646,191.8
92,42,408.2,36377,10349,17.5,0,"(34218.1, 37413.8]",56.6,56.5,56.7,"Alcona County, Michigan",2.08,60.5,20.6,38.1,,4.7,39.9,9,35.3,12.2,66.6,,26.4,55.6,18.7,97.53554502,0.274881517,0.360189573,0.123222749,55.38892222,2.960526316,177
97,43,405.7,46521,18109,15.3,0,"(45201, 48021.6]",45.4,45.7,45.2,"Southampton County, Virginia",2.53,48.3,21.2,27.9,,2.3,34.8,10.1,52.1,7.2,66.8,49.6,42,33.3,16.7,60.91797936,35.92069527,0.10320478,0.401955459,52.5142173,5.455508475,181.8
49,24,437.7,27596,9122,32.5,0,"[22640, 34218.1]",36.8,35.6,42.9,"Wilkinson County, Mississippi",2.6,34.4,28.5,40.8,,7.3,36.1,10,39,9.7,42.3,32.7,27.9,48.2,32,28.87105404,70.65810594,0,0.470840021,36.05484575,2.790178571,219.7
183,68,422.8,47292,44990,15,22.22716159,"(45201, 48021.6]",32.9,32.9,32.9,"Bingham County, Idaho",3.07,58.9,17.2,41.7,38.1,3,29.4,12.6,59.5,7.1,65.8,53,45.3,30.9,18.4,86.4558328,0.29290638,0.706939459,4.281278217,62.64117567,7.30438263,155.8
575,218,456.8,67655,126042,9.9,23.80158995,"(61494.5, 125635]",39.6,38.5,40.5,"Parker County, Texas",2.78,58.3,16.6,35.2,,4.6,26.9,18.5,,6.1,69.8,,47.2,26.3,13.4,93.24811807,1.714737518,0.634172857,1.979937077,62.21920946,4.839289566,176.4
21,9,425,42977,2659,12.2,0,"(42724.4, 45201]",49.1,46.9,50.9,"Pawnee County, Nebraska",2.13,62.2,31.4,15.1,,24.4,45.3,10.8,57.2,4.6,70.5,,33.6,35.1,10.6,99.08290536,0,0,0,54.32196669,1.111111111,171.1
166,76,366.5,38221,28609,19.1,454.4024608,"(37413.8, 40362.7]",46.5,44.6,48.1,"Grant County, New Mexico",2.37,45.8,20.4,30.5,46.6,2.5,26.9,12.8,,9.7,57,,32,52.6,30.3,89.08959786,0.631889831,0.19574848,5.910230434,43.28457447,5.998550199,159.4
888,349,478.5,57308,170570,13.5,480.7410447,"(54545.6, 61494.5]",39.7,38.6,40.7,"Licking County, Ohio",2.57,54.3,14.6,32,,6.5,37.2,14.9,61.2,7.2,71.7,57.5,52.5,31.8,17.5,92.7459942,3.377140723,0.987000053,0.321886504,55.02568893,5.540748334,188.8
196,78,498.7,48881,27980,10.9,0,"(48021.6, 51046.4]",46.1,45.5,46.9,"Lincoln County, Wisconsin",2.22,57.2,13.1,41.6,,5,40.5,10.9,59.6,6.1,74.7,54.9,49.4,36.1,15.5,96.95962667,0.51969172,0.431308775,0.289896062,53.43425397,3.410283316,184.4
69,28,351.3,37603,13969,23.3,0,"(37413.8, 40362.7]",47.6,46.8,47.6,"McIntosh County, Georgia",2.63,47.8,3.3,51.6,,2.1,35.8,7.9,,8.8,54.3,39,32.6,42.1,23.5,61.53351895,34.87541943,0.207039337,1.34218605,45.9592145,2.708877285,143.9
43,17,417.2,52030,8878,14.9,0,"(51046.4, 54545.6]",40.5,36.4,43.8,"Jack County, Texas",2.55,56.9,30.2,44.1,,0.6,40.5,7.2,45.1,5.6,60.7,45,36.7,33,16.6,92.48826291,5.130784708,0.044712721,1.419628884,62.55361267,6.95970696,166.4
551,224,481.8,43969,86484,14.9,0,"(42724.4, 45201]",42.4,41.4,43.2,"Crawford County, Pennsylvania",2.42,52.2,16.1,36.6,,4.6,45,12.4,53.4,7.2,64.9,47.4,41.7,38.6,19.5,95.79359537,1.863915826,0.501471211,0.209518794,52.06362979,6.020996295,191.8
67,24,441.3,84213,12059,5.9,0,"(61494.5, 125635]",43.8,42.8,45.2,"Poquoson city, Virginia",2.59,60.3,15.3,30.6,,11.1,27,22.4,60.7,4.5,87.7,69,55.8,21.8,6.5,94.28666059,0.985344042,1.846485054,0.389169496,62.60232658,4.361370717,159.2
4568,1645,440.7,47069,1288126,18.2,271.7125499,"(45201, 48021.6]",34.4,33.4,35.3,"Orange County, Florida",2.75,42.8,11.9,25.1,,10.6,26.1,20.8,61.6,9.1,60.3,51.6,44.5,26.9,17.6,64.47102167,20.80926643,5.192105377,6.222178466,43.90160228,4.907650931,161.7
69,28,549.9,34073,9899,22.1,0,"[22640, 34218.1]",41.1,38.4,42.7,"Webster County, Mississippi",2.45,52.8,9.1,25.8,63,2.1,34.5,12.1,45.4,11.2,55.6,43.5,37.4,39.9,23.5,78.80788079,19.6419642,0.180018002,0.190019002,49.6785361,6.736458807,214.5
59,39,354.7,32215,11183,23.1,0,"[22640, 34218.1]",44.8,43.4,46,"Pushmataha County, Oklahoma",2.34,53,25.6,41.6,,3,39.2,8.4,45.3,10.6,43.1,,25.4,46.9,26.7,75.44984857,1.202565473,0.427578835,0.641368252,47.54685197,5.050505051,226.4
216,109,445.1,38500,31081,21.1,289.5659728,"(37413.8, 40362.7]",47.2,45.2,49.3,"Mecklenburg County, Virginia",2.41,44.4,18.7,42.3,,3.4,32.5,9.8,47.6,6.9,61.7,42.9,34.8,41.1,20.2,60.57360165,35.09111076,0.440500713,1.673268896,43.75901298,4.664723032,213.7
130,64,407.8,33968,27174,27.7,0,"[22640, 34218.1]",37.4,34.1,40.6,"Decatur County, Georgia",2.46,43.4,24.4,31.6,,5.7,34.9,9.3,46.1,6.5,48.9,37.8,34.5,40.4,27.2,53.07546205,41.62100957,0.314120827,3.900942362,40.955342,4.241143971,198.3
975,379,499,42588,172790,20,260.4317379,"(40362.7, 42724.4]",39.1,38.1,40.4,"Muskegon County, Michigan",2.56,47.4,17.9,34.9,,3.7,34.8,12.6,51.5,11.9,64,48.5,44.6,41.4,24.2,80.93863532,13.81886251,0.510254661,0.437944286,47.8461777,4.97414174,189.2
209,87,460.8,47225,43626,20.8,0,"(45201, 48021.6]",36,35.2,36.8,"St. John the Baptist Parish, Louisiana",2.83,44.7,21.2,31,,5.6,37.5,11.5,57.4,9.2,59,48.3,44.4,36.1,24.5,42.05747152,54.34433097,0.47553271,0.985032042,47.21497522,4.727439304,200.6
211,91,446.9,53026,38352,11.7,0,"(51046.4, 54545.6]",39.7,37.9,41.1,"Defiance County, Ohio",2.49,53.5,13.2,38.1,,8.6,44.2,11.1,59.1,8.4,73.3,55,50.9,32.7,14.7,92.0039308,1.869714759,0.33877266,3.323075332,52.12383009,6.066465257,188.6
239,111,489.6,48368,44069,14.9,0,"(48021.6, 51046.4]",38.3,37.7,39.3,"Jackson County, Indiana",2.57,54.4,20,42.5,,4.5,48.1,9.8,58.5,7.3,70.3,55.7,50.9,29,14.2,92.58126107,0.786731384,1.391732419,3.623105059,54.50824606,6.627918833,220.4
182,81,410.4,43211,33693,17.1,1751.105571,"(42724.4, 45201]",41.3,39.2,43.5,"Fannin County, Texas",2.56,52,25.1,33.3,39,2.6,35.2,10,48.4,6.7,59.5,,37.8,36.3,19.1,87.70890127,6.803366125,0.551143771,1.825293351,53.81660264,4.543403039,179.1
35,16,408,27875,7230,32.4,0,"[22640, 34218.1]",31.7,26.5,38.7,"Brooks County, Texas",3.31,32.8,25.2,31.3,43.5,0,37.6,7.7,41.8,19.8,33.5,24.1,21.6,45.8,29.9,84.90513779,0.083090985,1.869547154,11.95125329,41.77884615,6.831489915,173.3
3590,1216,451,59049,1034070,15.2,307.5227016,"(54545.6, 61494.5]",34.5,33.4,35.6,"Mecklenburg County, North Carolina",2.57,45.3,14.7,25,44.8,15.5,19.1,28.4,65.3,8.9,67.9,58.5,50.5,24.6,15.4,56.67573474,30.94009016,5.166880746,4.078914417,43.17563049,5.350191695,158.6
516,212,473.5,40230,80994,16.5,0,"(37413.8, 40362.7]",43.9,42.3,45.7,"Clearfield County, Pennsylvania",2.38,52.1,22,41.6,,7.2,50.9,9.2,50.3,7.8,66.2,47.7,42.1,41.6,21.8,95.2239283,2.45380672,0.517561437,0.368808625,52.7799604,4.179907113,183
348,137,475.3,41554,62945,20.4,0,"(40362.7, 42724.4]",40,39.2,41,"Montcalm County, Michigan",2.59,51.3,18.2,42.1,,3,39,8.7,49,11.2,64.9,,43.1,40.1,20.5,94.25115866,2.115738683,0.3904514,0.414259412,52.62411957,5.831775701,184.5
128,48,461.6,49142,25235,12.6,118.8825045,"(48021.6, 51046.4]",40.5,40.3,40.8,"Lamoille County, Vermont",2.39,49.1,9.3,34.7,,11,28.6,24.3,64.6,4.3,63.8,,41.2,40.3,23.8,95.90042754,0.76317577,0.511447637,0.707236185,47.77908805,3.897685749,173.7
